portfolio_id,return
PF00005180,0.005642
PF00005181,0.004406
PF00005182,0.004258
PF00005185,0.005774
PF00005187,0.005642
PF00005188,0.004406
PF00005191,0.005716
PF00005193,0.006796
PF00005194,0.006671
PF00005195,0.006796
PF00005196,0.006796
PF00005200,0.004406
PF00005201,0.061421
PF00005203,0.061421
PF00005205,0.061385
PF00005208,0.004373
PF00005211,0.006861
PF00005223,0.053668
PF00005214,0.007259
PF00005215,0.061385
PF00005221,0.004258
PF00005225,0.006861
PF00005227,0.006796
PF00005231,0.004258
PF00005232,0.004258
PF00005230,0.007383
PF00005235,0.004406
PF00005236,0.004258
PF00005247,0.006915
PF00005255,0.004406
PF00005258,0.004258
PF00005262,0.006671
PF00005266,0.004406
PF00005270,0.004406
PF00005278,0.006671
PF00005281,0.006744
PF00005284,0.004406
PF00005285,0.004258
PF00005286,0.004258
PF00005288,0.004406
PF00005289,0.006744
PF00005300,0.061385
PF00005310,0.00431
PF00005312,0.004258
PF00005313,0.004258
PF00005317,0.061156
PF00005339,0.061156
PF00005344,0.061385
PF00005326,0.004258
PF00005327,0.006796
PF00005336,0.004406
PF00005337,0.004406
PF00005342,0.061156
PF00005347,0.061421
PF00005354,0.061421
PF00005358,0.004406
PF00005364,0.004357
PF00005366,0.006796
PF00005369,0.004357
PF00005374,0.004406
PF00005378,0.006796
PF00005381,0.004406
PF00005383,0.004258
PF00005384,0.006711
PF00005385,0.006783
PF00005389,0.060215
PF00005391,0.059905
PF00005394,0.059905
PF00005411,0.004217
PF00005417,0.059891
PF00005419,0.059891
PF00005428,0.00407
PF00005433,0.004217
PF00005434,0.006711
PF00005439,0.059873
PF00005440,0.059873
PF00005443,0.00407
PF00005444,0.00407
PF00005448,0.004217
PF00005451,0.007222
PF00005452,0.004217
PF00005456,0.059873
PF00005458,0.060316
PF00005459,0.060215
PF00005461,0.060077
PF00005464,0.059891
PF00005468,0.004217
PF00005469,0.004217
PF00005470,0.00407
PF00005471,0.004217
PF00005474,0.006783
PF00005478,0.007199
PF00005480,0.059873
PF00005481,0.059873
PF00005485,0.004217
PF00005487,0.00407
PF00005488,0.00407
PF00005494,0.004217
PF00005495,0.004169
PF00005496,0.006783
PF00005497,0.006725
PF00005498,0.006783
PF00005502,0.004217
PF00005504,0.00407
PF00005505,0.00407
PF00005506,0.004121
PF00005512,0.006672
PF00005514,0.004128
PF00005517,0.004128
PF00005522,0.060357
PF00005524,0.059984
PF00005525,0.059877
PF00005533,0.059877
PF00005534,0.059877
PF00005537,0.004276
PF00005538,0.004276
PF00005548,0.059842
PF00005549,0.004276
PF00005545,0.004128
PF00005546,0.004128
PF00005547,0.004227
PF00005550,0.004276
PF00005555,0.004276
PF00005562,0.006628
PF00005569,0.006606
PF00005570,0.004276
PF00005577,0.004227
PF00005581,0.060224
PF00005585,0.007222
PF00005588,0.004276
PF00005593,0.004128
PF00005594,0.004128
PF00005599,0.059877
PF00005605,0.059842
PF00005607,0.059842
PF00005609,0.004128
PF00005623,0.004128
PF00005624,0.004128
PF00005626,0.004276
PF00005627,0.004276
PF00005629,0.007185
PF00005640,0.06044
PF00005642,0.060159
PF00005643,0.059905
PF00005644,0.059901
PF00005645,0.004027
PF00005648,0.004135
PF00005650,0.004135
PF00005651,0.004086
PF00005652,0.009202
PF00005658,0.004135
PF00005663,0.059905
PF00005667,0.008904
PF00005668,0.004135
PF00005673,0.059901
PF00005674,0.009202
PF00005680,0.009202
PF00005684,0.004039
PF00005685,0.004135
PF00005707,0.059901
PF00005691,0.004103
PF00005694,0.009103
PF00005712,0.004027
PF00005702,0.004135
PF00005706,0.009365
PF00005708,0.060147
PF00005710,0.059905
PF00005715,0.004086
PF00005726,0.059901
PF00005730,0.009202
PF00005732,0.008782
PF00005737,0.004135
PF00005741,0.004135
PF00005747,0.00761
PF00005748,0.008782
PF00005773,0.004135
PF00005775,0.004027
PF00005753,0.004135
PF00005757,0.062465
PF00005759,0.062465
PF00005761,0.062465
PF00005770,0.004135
PF00005777,0.004027
PF00005780,0.004027
PF00005783,0.062424
PF00005784,0.062457
PF00005785,0.062457
PF00005803,0.007387
PF00005788,0.009158
PF00005796,0.062465
PF00005797,0.004027
PF00005798,0.004039
PF00005799,0.004135
PF00005807,0.004027
PF00005808,0.004027
PF00005806,0.004027
PF00005810,0.062465
PF00005814,0.009612
PF00005816,0.009612
PF00005820,0.004135
PF00005821,0.004135
PF00005830,0.062465
PF00005832,0.009294
PF00005835,0.062457
PF00005837,0.062457
PF00005838,0.062457
PF00005842,0.004027
PF00005843,0.009247
PF00005844,0.004027
PF00005852,0.004027
PF00005855,0.062465
PF00005866,0.00903
PF00005867,0.004027
PF00005868,0.004027
PF00005869,0.004135
PF00005871,0.004135
PF00005876,0.004039
PF00005880,0.004027
PF00005882,0.004103
PF00005885,0.004135
PF00005887,0.062555
PF00005892,0.062512
PF00005899,0.004027
PF00005903,0.062668
PF00005904,0.008587
PF00005905,0.007544
PF00005906,0.004027
PF00005907,0.004027
PF00005911,0.004086
PF00005912,0.004103
PF00005916,0.062665
PF00005926,0.06257
PF00005930,0.004086
PF00005936,0.004135
PF00005939,0.004027
PF00005940,0.007774
PF00005950,0.008587
PF00005948,0.06257
PF00005951,0.004027
PF00005955,0.004135
PF00005958,0.004039
PF00005966,0.004027
PF00005968,0.062555
PF00005971,0.062555
PF00005974,0.004135
PF00005975,0.004135
PF00005979,0.004135
PF00005982,0.004103
PF00005983,0.004027
PF00005985,0.004027
PF00005987,0.007387
PF00005988,0.004039
PF00005992,0.063658
PF00005999,0.004027
PF00006002,0.009085
PF00006005,0.004039
PF00006008,0.004135
PF00006009,0.004135
PF00006013,0.004027
PF00006016,0.004027
PF00006017,0.004103
PF00006025,0.063666
PF00006027,0.004027
PF00006030,0.063658
PF00006031,0.063658
PF00006032,0.004135
PF00006034,0.004135
PF00006037,0.063658
PF00006044,0.009085
PF00006041,0.063658
PF00006050,0.008849
PF00006058,0.004135
PF00006061,0.004103
PF00006062,0.004135
PF00006065,0.004135
PF00006070,0.008745
PF00006071,0.063658
PF00006074,0.063666
PF00006076,0.004027
PF00006077,0.004135
PF00006084,0.004103
PF00006088,0.063658
PF00006092,0.004135
PF00006093,0.004135
PF00006094,0.004135
PF00006097,0.004135
PF00006098,0.004135
PF00006100,0.004135
PF00006110,0.004135
PF00006104,0.004135
PF00006106,0.008429
PF00006107,0.007387
PF00006109,0.004027
PF00006117,0.00975
PF00006118,0.008705
PF00006123,0.004114
PF00006125,0.004114
PF00006128,0.004114
PF00006129,0.063637
PF00006131,0.063637
PF00006135,0.063528
PF00006136,0.004114
PF00006139,0.008705
PF00006140,0.009017
PF00006144,0.004114
PF00006147,0.062966
PF00006148,0.063528
PF00006151,0.008705
PF00006152,0.004065
PF00006153,0.004005
PF00006157,0.004005
PF00006161,0.004114
PF00006162,0.004114
PF00006164,0.008705
PF00006165,0.004114
PF00006166,0.004114
PF00006167,0.004065
PF00006168,0.063637
PF00006169,0.063637
PF00006170,0.063637
PF00006172,0.063637
PF00006173,0.009083
PF00006174,0.004114
PF00006179,0.063528
PF00006181,0.009017
PF00006182,0.009017
PF00006184,0.004005
PF00006186,0.004114
PF00006189,0.004114
PF00006202,0.004005
PF00006206,0.004114
PF00006207,0.004065
PF00006211,0.063637
PF00006212,0.063637
PF00006213,0.063637
PF00006215,0.004005
PF00006218,0.004005
PF00006222,0.004114
PF00006223,0.004005
PF00006224,0.004081
PF00006230,0.063637
PF00006233,0.063528
PF00006234,0.008441
PF00006235,0.003916
PF00006244,0.063278
PF00006246,0.063528
PF00006247,0.063536
PF00006248,0.004078
PF00006249,0.004078
PF00006250,0.003992
PF00006251,0.003916
PF00006252,0.004078
PF00006255,0.003916
PF00006259,0.004029
PF00006265,0.003916
PF00006267,0.004024
PF00006271,0.004078
PF00006274,0.063637
PF00006275,0.063637
PF00006282,0.009565
PF00006283,0.063637
PF00006286,0.063528
PF00006288,0.009565
PF00006291,0.00992
PF00006292,0.004078
PF00006299,0.004024
PF00006308,0.003916
PF00006310,0.003916
PF00006314,0.063637
PF00006316,0.063637
PF00006320,0.004024
PF00006324,0.004029
PF00006327,0.004024
PF00006329,0.003916
PF00006334,0.003928
PF00006335,0.004078
PF00006338,0.004078
PF00006345,0.062923
PF00006346,0.062804
PF00006347,0.062923
PF00006348,0.003674
PF00006349,0.009988
PF00006354,0.003209
PF00006356,0.003154
PF00006363,0.062923
PF00006365,0.003754
PF00006367,0.003674
PF00006368,0.003674
PF00006369,0.062923
PF00006370,0.062923
PF00006373,0.062923
PF00006374,0.062923
PF00006376,0.003777
PF00006379,0.014631
PF00006387,0.003154
PF00006388,0.003265
PF00006393,0.003674
PF00006395,0.00373
PF00006399,0.014838
PF00006401,0.00373
PF00006402,0.003754
PF00006404,0.013838
PF00006405,0.009379
PF00006410,0.003674
PF00006415,0.062796
PF00006520,0.002668
PF00006523,0.003296
PF00006526,0.003345
PF00006527,0.003315
PF00006539,0.003639
PF00006570,0.06258
PF00006601,0.062616
PF00006602,0.062245
PF00006672,0.004227
PF00006676,0.004295
PF00006679,0.003195
PF00006683,0.013932
PF00006684,0.003195
PF00006686,0.002994
PF00006693,0.003495
PF00006694,0.003285
PF00006423,0.003339
PF00006426,0.003336
PF00006433,0.003243
PF00006436,0.003296
PF00006437,0.00336
PF00006445,0.002668
PF00006446,0.003336
PF00006454,0.003336
PF00006455,0.003336
PF00006456,0.003336
PF00006457,0.003345
PF00006469,0.002668
PF00006471,0.003289
PF00006473,0.003336
PF00006476,0.003289
PF00006483,0.014641
PF00006484,0.010019
PF00006492,0.014641
PF00006493,0.014513
PF00006494,0.003336
PF00006498,0.014789
PF00006499,0.003288
PF00006500,0.003296
PF00006502,0.003296
PF00006503,0.009979
PF00006413,0.003351
PF00006422,0.003617
PF00006490,0.06258
PF00006496,0.062622
PF00006505,0.003336
PF00006510,0.002828
PF00006511,0.002668
PF00006512,0.002668
PF00006514,0.003296
PF00006516,0.003289
PF00006517,0.003336
PF00006529,0.06258
PF00006532,0.06258
PF00006534,0.06258
PF00006540,0.009499
PF00006541,0.003639
PF00006542,0.003639
PF00006543,0.003479
PF00006551,0.062272
PF00006553,0.003639
PF00006555,0.016048
PF00006557,0.004227
PF00006558,0.003682
PF00006561,0.003381
PF00006420,0.062923
PF00006427,0.06258
PF00006429,0.06258
PF00006431,0.06258
PF00006463,0.06258
PF00006464,0.06258
PF00006465,0.06258
PF00006582,0.062555
PF00006583,0.003479
PF00006584,0.003722
PF00006585,0.003766
PF00006588,0.013824
PF00006593,0.00423
PF00006594,0.003639
PF00006595,0.003639
PF00006597,0.003639
PF00006599,0.003639
PF00006605,0.013778
PF00006606,0.014224
PF00006610,0.06258
PF00006611,0.004141
PF00006615,0.01786
PF00006628,0.013824
PF00006629,0.003381
PF00006655,0.00307
PF00006631,0.003479
PF00006451,0.062648
PF00006485,0.003336
PF00006487,0.003289
PF00006617,0.016266
PF00006619,0.003639
PF00006638,0.016048
PF00006643,0.013982
PF00006644,0.003639
PF00006654,0.004307
PF00006658,0.003014
PF00006650,0.003364
PF00006651,0.004307
PF00006660,0.013982
PF00006661,0.016614
PF00006663,0.003479
PF00006664,0.003639
PF00006665,0.003639
PF00006700,0.003536
PF00006701,0.004422
PF00006768,0.06258
PF00006983,0.005683
PF00006985,0.00587
PF00007013,0.063535
PF00006996,0.0049
PF00006997,0.004291
PF00007006,0.014677
PF00007010,0.063462
PF00007011,0.063793
PF00007022,0.005787
PF00007026,0.007716
PF00007027,0.014481
PF00007029,0.0049
PF00007030,0.004259
PF00006710,0.00441
PF00006713,0.003984
PF00006714,0.017077
PF00006719,0.002943
PF00006720,0.002648
PF00006722,0.002668
PF00006725,0.003984
PF00006726,0.0041
PF00006731,0.016094
PF00006747,0.016094
PF00006749,0.002668
PF00006751,0.002648
PF00006752,0.004333
PF00006753,0.004008
PF00006758,0.016094
PF00006761,0.002648
PF00006822,0.002583
PF00006772,0.003881
PF00006773,0.016682
PF00006702,0.06258
PF00006704,0.06258
PF00006706,0.06258
PF00006823,0.004053
PF00006826,0.062622
PF00006833,0.002648
PF00006834,0.002648
PF00006835,0.002583
PF00006839,0.003984
PF00006841,0.004324
PF00006961,0.004053
PF00006964,0.016682
PF00006969,0.003556
PF00006971,0.002648
PF00007055,0.007786
PF00007056,0.01581
PF00007060,0.0049
PF00007063,0.005831
PF00007065,0.005942
PF00007066,0.00611
PF00006847,0.004333
PF00006848,0.004324
PF00006853,0.016094
PF00006856,0.009909
PF00006857,0.002648
PF00006859,0.004053
PF00006864,0.016094
PF00006865,0.011953
PF00006871,0.002648
PF00006875,0.004422
PF00006877,0.003984
PF00006878,0.004053
PF00006882,0.003984
PF00006884,0.004324
PF00006886,0.004333
PF00006889,0.002583
PF00006890,0.004053
PF00006893,0.004136
PF00006898,0.016727
PF00006900,0.002609
PF00006738,0.06258
PF00006740,0.062648
PF00006741,0.06215
PF00006769,0.06258
PF00006776,0.002668
PF00006779,0.002648
PF00006780,0.003536
PF00006784,0.016094
PF00006785,0.002648
PF00006791,0.00418
PF00006795,0.016595
PF00006798,0.003984
PF00006804,0.004053
PF00006814,0.016094
PF00006815,0.014769
PF00006817,0.002609
PF00006819,0.002648
PF00006904,0.002668
PF00006850,0.06258
PF00006851,0.06258
PF00006906,0.002583
PF00006908,0.004053
PF00007038,0.007716
PF00007044,0.005755
PF00007043,0.004821
PF00007045,0.005787
PF00007046,0.005831
PF00007053,0.063565
PF00007067,0.005752
PF00007068,0.005755
PF00007069,0.004498
PF00007070,0.014579
PF00007071,0.014293
PF00007073,0.004821
PF00007077,0.005755
PF00007079,0.014579
PF00007084,0.006009
PF00007088,0.0049
PF00007092,0.005787
PF00007093,0.006383
PF00006910,0.002648
PF00006913,0.004333
PF00006915,0.017215
PF00006917,0.002583
PF00006921,0.004008
PF00006924,0.003881
PF00006928,0.016094
PF00006933,0.004136
PF00006934,0.003984
PF00006936,0.003349
PF00006938,0.003984
PF00006942,0.016094
PF00006943,0.002583
PF00006944,0.002609
PF00006948,0.016094
PF00006978,0.015427
PF00006980,0.004694
PF00007211,0.014665
PF00007213,0.004878
PF00007216,0.004962
PF00007220,0.005787
PF00007223,0.005942
PF00007224,0.014677
PF00007225,0.014293
PF00007226,0.010649
PF00007227,0.005037
PF00007228,0.014551
PF00007229,0.014488
PF00007230,0.014677
PF00007233,0.00587
PF00007235,0.004878
PF00007243,0.005432
PF00007246,0.005755
PF00007259,0.015746
PF00007249,0.005789
PF00007254,0.005683
PF00007256,0.004259
PF00007260,0.0049
PF00007262,0.004741
PF00007394,0.009308
PF00007399,0.005955
PF00007401,0.005841
PF00007402,0.006057
PF00007408,0.016523
PF00007410,0.005841
PF00007411,0.008162
PF00007413,0.00813
PF00007418,0.00811
PF00007420,0.06258
PF00007424,0.017236
PF00007430,0.016959
PF00007431,0.008162
PF00007435,0.006057
PF00007437,0.007683
PF00007595,0.06258
PF00007596,0.06258
PF00007283,0.005831
PF00007285,0.00587
PF00007286,0.005787
PF00007288,0.014481
PF00007291,0.0049
PF00007293,0.005755
PF00007294,0.004741
PF00007298,0.005755
PF00007305,0.014293
PF00007334,0.016446
PF00007312,0.005787
PF00007313,0.005787
PF00007314,0.00587
PF00007318,0.005831
PF00007339,0.009308
PF00007346,0.00644
PF00007347,0.008384
PF00007180,0.063399
PF00007181,0.063793
PF00007182,0.063779
PF00007202,0.005037
PF00007203,0.004962
PF00007207,0.005807
PF00007208,0.005683
PF00007209,0.005037
PF00007357,0.016523
PF00007358,0.008162
PF00007363,0.009281
PF00007450,0.009413
PF00007459,0.00869
PF00007462,0.005509
PF00007465,0.01677
PF00007466,0.009089
PF00007471,0.008054
PF00007473,0.008054
PF00007476,0.009836
PF00007477,0.00869
PF00007479,0.009089
PF00007480,0.008515
PF00007486,0.008054
PF00007491,0.008162
PF00007492,0.007776
PF00007493,0.007776
PF00007494,0.007776
PF00007503,0.016698
PF00007504,0.017215
PF00007505,0.016364
PF00007506,0.008054
PF00007507,0.008054
PF00007512,0.007776
PF00007514,0.017332
PF00007519,0.008218
PF00007520,0.017074
PF00007526,0.005509
PF00007527,0.008313
PF00007528,0.009089
PF00007530,0.008515
PF00007139,0.004741
PF00007141,0.0049
PF00007143,0.0049
PF00007146,0.014677
PF00007150,0.004821
PF00007156,0.01572
PF00007157,0.01581
PF00007160,0.014677
PF00007161,0.005365
PF00007162,0.0049
PF00007166,0.005037
PF00007167,0.005831
PF00007170,0.014579
PF00007175,0.004878
PF00007179,0.005787
PF00007186,0.005789
PF00007266,0.00587
PF00007096,0.005831
PF00007101,0.0049
PF00007103,0.007716
PF00007107,0.005789
PF00007110,0.006009
PF00007112,0.015879
PF00007113,0.063643
PF00007116,0.063462
PF00007118,0.063287
PF00007122,0.014293
PF00007125,0.013877
PF00007126,0.004741
PF00007127,0.004741
PF00007129,0.005787
PF00007132,0.063579
PF00007154,0.063793
PF00007269,0.014481
PF00007275,0.014481
PF00007276,0.0049
PF00007277,0.004878
PF00007278,0.005037
PF00007281,0.014481
PF00007320,0.005787
PF00007324,0.015466
PF00007325,0.007499
PF00007327,0.007283
PF00007328,0.008162
PF00007329,0.006057
PF00007587,0.06258
PF00007589,0.06258
PF00007366,0.008162
PF00007369,0.008235
PF00007370,0.008162
PF00007372,0.005679
PF00007374,0.008515
PF00007382,0.006896
PF00007390,0.006896
PF00007666,0.007452
PF00007670,0.007776
PF00007672,0.01706
PF00007687,0.06258
PF00007710,0.00811
PF00007714,0.006057
PF00007716,0.008162
PF00007719,0.016446
PF00007721,0.005955
PF00007724,0.007499
PF00007725,0.007883
PF00007726,0.00811
PF00007728,0.01677
PF00007756,0.009162
PF00007758,0.00905
PF00007759,0.009162
PF00007762,0.008953
PF00007774,0.009047
PF00007740,0.06258
PF00007792,0.009045
PF00007794,0.009157
PF00007797,0.00913
PF00007798,0.009047
PF00007801,0.06258
PF00007816,0.016402
PF00007818,0.016853
PF00007823,0.009045
PF00007827,0.009047
PF00007843,0.008953
PF00007848,0.016402
PF00007781,0.009047
PF00007809,0.06258
PF00007811,0.062595
PF00007812,0.06258
PF00007813,0.06258
PF00007814,0.06258
PF00007851,0.016411
PF00007867,0.009162
PF00007869,0.009047
PF00007876,0.062527
PF00007884,0.00913
PF00007885,0.009045
PF00007890,0.062595
PF00007892,0.062595
PF00007895,0.06258
PF00007898,0.010447
PF00007901,0.009286
PF00007904,0.009047
PF00007905,0.017887
PF00007598,0.06258
PF00007601,0.06258
PF00007605,0.062595
PF00007607,0.06258
PF00007613,0.06258
PF00007616,0.062569
PF00007618,0.06258
PF00007621,0.06258
PF00007623,0.06258
PF00007627,0.06258
PF00007625,0.06258
PF00007626,0.06258
PF00007860,0.06258
PF00007874,0.06258
PF00007909,0.06258
PF00007910,0.019342
PF00007918,0.017887
PF00007920,0.06258
PF00007925,0.016714
PF00007930,0.008953
PF00007933,0.017887
PF00007934,0.01635
PF00007631,0.062595
PF00007662,0.016446
PF00007663,0.016595
PF00007669,0.008054
PF00007679,0.007452
PF00007695,0.00811
PF00007700,0.008162
PF00007702,0.008515
PF00007835,0.06258
PF00007937,0.062595
PF00007940,0.009023
PF00007942,0.009047
PF00007943,0.009162
PF00007946,0.017887
PF00007947,0.017211
PF00007648,0.008515
PF00007660,0.016834
PF00007704,0.06258
PF00007735,0.009047
PF00007744,0.06258
PF00007779,0.062595
PF00007807,0.016603
PF00007820,0.015557
PF00007838,0.062595
PF00007852,0.009128
PF00007856,0.009162
PF00007634,0.06258
PF00007635,0.062595
PF00007549,0.008944
PF00007552,0.007499
PF00007556,0.008515
PF00007557,0.01677
PF00007558,0.016595
PF00007569,0.007776
PF00007571,0.008515
PF00007572,0.01677
PF00007577,0.00317
PF00007578,0.007052
PF00007579,0.007499
PF00007580,0.008054
PF00007582,0.008944
PF00007583,0.008054
PF00007584,0.007776
PF00007585,0.01677
PF00007586,0.006057
PF00007632,0.017215
PF00007639,0.009308
PF00007642,0.007499
PF00007643,0.007052
PF00008237,0.061857
PF00008310,0.009162
PF00008313,0.009047
PF00008314,0.00905
PF00008316,0.009286
PF00008320,0.013977
PF00008322,0.009047
PF00008323,0.00905
PF00008326,0.009051
PF00008332,0.060904
PF00008375,0.013271
PF00008376,0.010516
PF00008387,0.010409
PF00008390,0.013148
PF00008398,0.013964
PF00008399,0.010516
PF00008400,0.010109
PF00008401,0.012951
PF00008404,0.010492
PF00008406,0.059126
PF00008407,0.060417
PF00007959,0.06258
PF00007997,0.06258
PF00008031,0.00905
PF00008033,0.00905
PF00008037,0.00913
PF00008038,0.009162
PF00008039,0.009045
PF00008043,0.013977
PF00008044,0.009045
PF00008046,0.009162
PF00008051,0.061597
PF00008052,0.061857
PF00008079,0.061027
PF00008087,0.00905
PF00008085,0.014368
PF00008092,0.00905
PF00008091,0.013915
PF00008096,0.008953
PF00008097,0.009286
PF00008107,0.009162
PF00008059,0.014368
PF00008066,0.00905
PF00008069,0.009045
PF00008071,0.009162
PF00008100,0.061087
PF00008102,0.061857
PF00008127,0.009162
PF00008118,0.013915
PF00008121,0.009162
PF00008126,0.013977
PF00008131,0.010194
PF00008136,0.061087
PF00008140,0.009162
PF00008143,0.009162
PF00008146,0.008953
PF00008148,0.013915
PF00008160,0.009162
PF00008174,0.061087
PF00008167,0.009162
PF00008169,0.008953
PF00008171,0.010097
PF00008172,0.013915
PF00008175,0.061087
PF00008177,0.014228
PF00008180,0.009162
PF00008181,0.009286
PF00008191,0.061122
PF00008221,0.010097
PF00008223,0.009162
PF00008226,0.013763
PF00008227,0.009047
PF00008228,0.009162
PF00008230,0.009162
PF00008233,0.009045
PF00008248,0.014368
PF00008249,0.009024
PF00008261,0.013763
PF00008262,0.013763
PF00008263,0.009162
PF00008266,0.009051
PF00007951,0.009024
PF00007952,0.009162
PF00007953,0.009045
PF00007956,0.009047
PF00007962,0.009367
PF00007963,0.016517
PF00007968,0.009045
PF00007970,0.00913
PF00007971,0.008953
PF00007979,0.009045
PF00007981,0.008953
PF00007983,0.009162
PF00007984,0.017887
PF00007987,0.009045
PF00007988,0.009162
PF00007990,0.009045
PF00007992,0.009162
PF00007993,0.008953
PF00008001,0.009128
PF00008002,0.009128
PF00008004,0.009162
PF00008006,0.009162
PF00008015,0.009128
PF00008012,0.016578
PF00008013,0.016887
PF00008016,0.009045
PF00008017,0.009045
PF00008018,0.009045
PF00008021,0.00905
PF00008022,0.009045
PF00008026,0.061188
PF00008200,0.009128
PF00008204,0.009162
PF00008205,0.009162
PF00008208,0.013977
PF00008214,0.013763
PF00008218,0.009162
PF00008260,0.061087
PF00008246,0.061015
PF00008259,0.061251
PF00008268,0.009295
PF00008269,0.009286
PF00008009,0.06258
PF00008154,0.061188
PF00008156,0.061122
PF00008272,0.061027
PF00008284,0.061087
PF00008295,0.009787
PF00008296,0.009162
PF00008297,0.009162
PF00008298,0.009162
PF00008302,0.009051
PF00008306,0.061087
PF00008308,0.014368
PF00008335,0.014336
PF00008339,0.009162
PF00008340,0.009286
PF00008341,0.013977
PF00008351,0.010578
PF00008353,0.010492
PF00008358,0.013733
PF00008055,0.061597
PF00008057,0.061188
PF00008151,0.061597
PF00008152,0.061087
PF00008153,0.061597
PF00008244,0.014336
PF00008255,0.009051
PF00008256,0.009286
PF00008257,0.008953
PF00008258,0.013977
PF00008276,0.009162
PF00008277,0.00905
PF00008283,0.014336
PF00008288,0.013977
PF00008289,0.013763
PF00008290,0.013915
PF00008361,0.010109
PF00008363,0.010484
PF00008369,0.059407
PF00008371,0.060174
PF00008374,0.013271
PF00011743,0.002221
PF00012229,0.002284
PF00012230,0.002284
PF00012232,0.002284
PF00012233,0.002284
PF00012236,0.001087
PF00012244,0.002284
PF00012260,0.002284
PF00012261,0.002284
PF00012262,0.002284
PF00012270,0.002284
PF00012278,0.002284
PF00012285,0.002284
PF00012301,0.000964
PF00010480,0.003007
PF00010482,0.003007
PF00010483,0.002086
PF00010484,0.003007
PF00010485,0.003007
PF00010546,0.003121
PF00010548,0.002383
PF00010582,0.002383
PF00010590,0.003121
PF00010595,0.003121
PF00010607,0.003007
PF00010609,0.003007
PF00010610,0.003007
PF00010616,0.003007
PF00010617,0.003007
PF00010619,0.003007
PF00010620,0.003007
PF00010626,0.003007
PF00011951,0.002221
PF00011962,0.002221
PF00011976,0.002221
PF00011981,0.002221
PF00011985,0.002221
PF00011986,0.002221
PF00011989,0.0067
PF00011993,0.002221
PF00012000,0.001417
PF00012001,0.001417
PF00010165,0.002086
PF00010186,0.003121
PF00010187,0.003121
PF00010188,0.003121
PF00010191,0.003121
PF00010192,0.003121
PF00010215,0.002086
PF00010228,0.003121
PF00010230,0.003121
PF00010231,0.003121
PF00010232,0.003121
PF00010244,0.003833
PF00010262,0.003121
PF00010265,0.003121
PF00010296,0.00347
PF00011786,0.002221
PF00011790,0.002221
PF00011791,0.002221
PF00011797,0.002221
PF00011799,0.00319
PF00011806,0.002221
PF00011810,0.002221
PF00011819,0.002221
PF00011820,0.002221
PF00011822,0.002221
PF00011830,0.002221
PF00011836,0.002221
PF00011837,0.002221
PF00011847,0.002221
PF00012304,0.002356
PF00010630,0.003007
PF00010632,0.002086
PF00010636,0.003007
PF00010716,0.002952
PF00010722,0.002952
PF00010726,0.002952
PF00010736,0.002952
PF00010739,0.002952
PF00010753,0.001417
PF00011335,0.002221
PF00011336,0.001497
PF00011338,0.00319
PF00012015,0.002221
PF00012017,0.002113
PF00012018,0.002221
PF00012029,0.002221
PF00012030,0.002221
PF00012033,0.002221
PF00012035,0.002221
PF00012038,0.002221
PF00012039,0.002221
PF00012046,0.002113
PF00012060,0.002254
PF00012061,0.002254
PF00012070,0.002254
PF00012071,0.002254
PF00012082,0.002113
PF00012088,0.001417
PF00012089,0.002254
PF00010342,0.002952
PF00010345,0.002952
PF00010419,0.002952
PF00010420,0.002952
PF00010423,0.002952
PF00010424,0.002952
PF00010433,0.003007
PF00010445,0.003007
PF00010446,0.003007
PF00010448,0.003007
PF00010453,0.003007
PF00010454,0.003007
PF00010456,0.002086
PF00010458,0.003007
PF00010459,0.003007
PF00010460,0.003007
PF00012156,0.001133
PF00012181,0.002284
PF00012182,0.002284
PF00012305,0.002356
PF00012312,0.002356
PF00012314,0.006636
PF00012316,0.000964
PF00012317,0.000964
PF00012345,0.000964
PF00012349,0.002356
PF00012362,0.002356
PF00012364,0.001361
PF00012365,0.001361
PF00012366,0.006664
PF00012368,0.002356
PF00012369,0.002356
PF00012370,0.001361
PF00012376,0.002356
PF00012377,0.002356
PF00010760,0.002086
PF00010761,0.002086
PF00010768,0.002952
PF00010770,0.002952
PF00010774,0.002086
PF00010775,0.002086
PF00010777,0.002952
PF00010792,0.002952
PF00010795,0.002952
PF00010797,0.002086
PF00012091,0.002254
PF00012092,0.002254
PF00012094,0.002254
PF00012109,0.002254
PF00012111,0.002254
PF00012114,0.002254
PF00012120,0.002254
PF00012131,0.002254
PF00012133,0.002113
PF00012134,0.002113
PF00012138,0.002113
PF00012140,0.002113
PF00012143,0.002254
PF00012151,0.002284
PF00012157,0.002284
PF00012159,0.001133
PF00012162,0.002284
PF00010463,0.003007
PF00010481,0.003007
PF00010539,0.003121
PF00010540,0.003121
PF00010541,0.003121
PF00010543,0.003121
PF00010556,0.001367
PF00010563,0.003121
PF00010640,0.003007
PF00010641,0.003007
PF00010644,0.003007
PF00010650,0.003007
PF00010651,0.003007
PF00010653,0.003007
PF00010695,0.002952
PF00010696,0.002952
PF00010697,0.002952
PF00012380,0.002356
PF00012387,0.002356
PF00012389,0.002356
PF00012392,0.002356
PF00012399,0.002356
PF00012402,0.002356
PF00012407,0.002356
PF00012413,0.001361
PF00012418,0.001361
PF00012419,0.002356
PF00012420,0.002356
PF00012421,0.002356
PF00012422,0.002356
